"","Three_grams","Frequency"
"83705","strongly disagree with",16
"83706","strongly nationalist country",27
"83707","strongly on every",42
"83708","strongly that there",39
"83709","strongsville republican michael",45
"83710","struck by a",59
"83711","struck just outside",39
"83712","struck me before",31
"83713","struck out times",25
"83714","struck theyre easier",35
"83715","structural deficit it",30
"83716","structure and content",36
"83717","structure is the",36
"83718","structure which works",19
"83719","structured cause i",55
"83720","structures on the",17
"83721","structures removing market",35
"83722","structures to survive",32
"83723","struggle early and",27
"83724","struggle to detain",29
"83725","struggle to sell",31
"83726","struggle with feelings",32
"83727","struggled at the",27
"83728","struggled to sell",31
"83729","struggled with a",38
"83730","struggled with in",55
"83731","struggled with injuries",52
"83732","struggles are that",33
"83733","struggles around the",37
"83734","struggles id rather",27
"83735","struggles we had",34
"83736","struggling in targeted",20
"83737","struggling teacher who",50
"83738","struggling twins designated",25
"83739","struggling with at",41
"83740","struggling with their",25
"83741","strung by stephen",33
"83742","stryker brigade at",23
"83743","sts joseph and",39
"83744","stu bangas relay",37
"83745","stucco companies indiana",36
"83746","stucco contractors indiana",36
"83747","stucco contractors stucco",36
"83748","stucco repair indiana",36
"83749","stucco stucco indiana",36
"83750","stuck back into",19
"83751","stuck by michael",18
"83752","stuck for another",17
"83753","stuck in a",93
"83754","stuck in his",28
"83755","stuck the paper",16
"83756","stuck where he",30
"83757","stuck with in",44
"83758","stuck with lousy",22
"83759","student and detectives",47
"83760","student and my",28
"83761","student at boston",21
"83762","student at horace",23
"83763","student at the",29
"83764","student drinking has",37
"83765","student entrepreneurs tapping",54
"83766","student for the",28
"83767","student junior nate",35
"83768","student leader in",34
"83769","student loans republicans",60
"83770","student musicians come",51
"83771","student of the",78
"83772","student once told",30
"83773","student outcomes asked",28
"83774","student picked up",32
"83775","student to feel",19
"83776","student who knows",30
"83777","student who thought",17
"83778","student with scholarship",23
"83779","student workers are",18
"83780","students a few",28
"83781","students and our",35
"83782","students and teachers",17
"83783","students and the",16
"83784","students around a",24
"83785","students based on",23
"83786","students clutch their",20
"83787","students could have",32
"83788","students depart for",64
"83789","students did a",16
"83790","students hadnt been",45
"83791","students have been",32
"83792","students i actually",29
"83793","students in this",32
"83794","students is the",16
"83795","students knew my",19
"83796","students lives making",23
"83797","students not just",23
"83798","students teachers staff",51
"83799","students were injured",35
"83800","students who lost",70
"83801","students who plan",23
"83802","students who ride",20
"83803","students whose mothers",17
"83804","students with extenuating",23
"83805","studied ancient history",43
"83806","studied sb while",29
"83807","studied their numbers",26
"83808","studies any time",47
"83809","studies in conflict",22
"83810","studies related to",16
"83811","studies roundtable saturday",30
"83812","studies show that",56
"83813","studies such as",42
"83814","studies that showed",48
"83815","studies which tend",26
"83816","studiesamerican studies roundtable",30
"83817","studio for a",40
"83818","studio for pb",35
"83819","studio for quilting",35
"83820","studio had no",43
"83821","studiohard workbut very",16
"83822","studios in association",32
"83823","studios in reno",21
"83824","studios motion pictures",32
"83825","studios once proudly",21
"83826","studios president kevin",32
"83827","study a minimum",26
"83828","study and get",21
"83829","study guides to",54
"83830","study in the",53
"83831","study involved just",35
"83832","study published in",30
"83833","study she had",29
"83834","study shows just",29
"83835","study thanks a",48
"83836","studying abroad and",57
"83837","studying abroad is",20
"83838","studying as an",24
"83839","studying at washington",30
"83840","studying everyday feels",26
"83841","studying the nuances",29
"83842","stuff a fat",38
"83843","stuff about the",20
"83844","stuff and just",23
"83845","stuff but because",36
"83846","stuff but ontario",44
"83847","stuff coming to",38
"83848","stuff do boys",59
"83849","stuff from a",38
"83850","stuff from them",19
"83851","stuff going to",42
"83852","stuff gotta try",61
"83853","stuff half a",51
"83854","stuff in the",24
"83855","stuff innit so",37
"83856","stuff is back",38
"83857","stuff like that",41
"83858","stuff on my",24
"83859","stuff was sorted",22
"83860","stuff we were",54
"83861","stuff works hand",38
"83862","stuffed animal coming",39
"83863","stuffed meatballs makes",28
"83864","stuffed salmon with",50
"83865","stumble across my",23
"83866","stumble and veer",37
"83867","stumbles onto an",35
"83868","stunning live and",33
"83869","stunning new reports",24
"83870","stunning not so",30
"83871","stunning stunning not",30
"83872","stupid bio bull",61
"83873","stupid i am",37
"83874","style as below",19
"83875","style as the",29
"83876","style he likes",45
"83877","style it was",32
"83878","style network season",26
"83879","style of nose",31
"83880","style of play",35
"83881","style please and",55
"83882","style shirt fit",19
"83883","style shoot its",31
"83884","style to make",31
"83885","style you can",30
"83886","stylebistro jessica alba",42
"83887","stylebistro stylebistro jessica",42
"83888","styled concept album",35
"83889","styles of activities",29
"83890","stylish you can",40
"83891","stylistturneddesigner rachel zoe",33
"83892","stylized cartoon illustrations",25
"83893","su markers memento",30
"83894","suafilo left on",36
"83895","suave bedford slipped",45
"83896","suave debonair and",42
"83897","sub or snub",22
"83898","sub records and",58
"83899","subcommittee found that",18
"83900","subject as societys",30
"83901","subject came through",45
"83902","subject change lol",17
"83903","subject experts on",38
"83904","subject line or",27
"83905","subject matter for",34
"83906","subject matter isnt",32
"83907","subject of death",31
"83908","subject tests and",41
"83909","subject to be",39
"83910","subject to his",33
"83911","subject to risk",22
"83912","subjugation or tragically",39
"83913","submerged brine for",34
"83914","submerging the cold",18
"83915","submission thursday prosecutor",21
"83916","submissions of all",48
"83917","submit it to",32
"83918","submit to the",44
"83919","submitted to the",74
"83920","submitting to amp",30
"83921","subscribe click the",16
"83922","subscribe to list",16
"83923","subscribe to my",16
"83924","subscribe to the",25
"83925","subscribers on comcast",32
"83926","subscribers or those",36
"83927","subsequent interest in",26
"83928","subsequently confirmed by",26
"83929","subservience of all",17
"83930","subsidiaries of the",29
"83931","subsidiary does business",29
"83932","subsidies and ethanol",23
"83933","subsidies which he",23
"83934","subsidy is provided",17
"83935","substance abuse or",43
"83936","substance the explosives",19
"83937","substantial hq from",67
"83938","substantial portion of",30
"83939","substantially sometimes when",38
"83940","substantive changes and",38
"83941","substitute for a",17
"83942","substitute house bill",19
"83943","subtle it seems",38
"83944","subtle ways the",43
"83945","suburban cleveland a",16
"83946","suburbs chief financial",24
"83947","subway posters those",45
"83948","succeed and youre",40
"83949","succeed melody barnes",32
"83950","succeed take the",38
"83951","succeeded as much",38
"83952","succeeding in incorporating",16
"83953","success after all",32
"83954","success and in",37
"83955","success and now",35
"83956","success at fiscal",39
"83957","success by offering",33
"83958","success despite being",41
"83959","success for all",21
"83960","success for both",19
"83961","success he had",41
"83962","success is not",57
"83963","success lets live",83
"83964","success of another",38
"83965","success of new",49
"83966","success requires that",49
"83967","success special mention",27
"83968","success the strength",28
"83969","success this year",24
"83970","success when you",44
"83971","success working out",51
"83972","successfail feedback isnt",30
"83973","successful a rock",24
"83974","successful as possible",37
"83975","successful democrats he",19
"83976","successful in keeping",19
"83977","successful newspaper in",17
"83978","successful overnight to",31
"83979","successful she said",31
"83980","successful some notable",28
"83981","successful you have",23
"83982","successfully infiltrated happy",32
"83983","succumbed to the",21
"83984","such a comment",18
